Product,Albania,Algeria,Angola,Argentina,Australia,Austria,Bangladesh,Belarus,Belgium,Benin,Bolivia__Plurinational_State_of_,Bosnia_and_Herzegovina,Brazil,Bulgaria,Burkina_Faso,Burundi,Cambodia,Cameroon,Canada,Central_African_Republic,Chad,Chile,China,Colombia,Congo,Costa_Rica,Croatia,Cuba,Cyprus,Czech_Republic,Côte_d_Ivoire,Democratic_People_s_Republic_of_Korea,Democratic_Republic_of_the_Congo,Denmark,Ecuador,Egypt,El_Salvador,Eritrea,Estonia,Ethiopia,Finland,France,Gabon,Germany,Ghana,Greece,Guadeloupe,Guatemala,Guinea,Guinea_Bissau,Hungary,India,Indonesia,Iran__Islamic_Republic_of_,Ireland,Israel,Italy,Japan,Kenya,Kyrgyzstan,Latvia,Liberia,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Mali,Mauritius,Mexico,Mongolia,Morocco,Mozambique,Namibia,Nepal,Netherlands,New_Zealand,Nicaragua,Niger,Nigeria,Norway,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Republic_of_Moldova,Romania,Russian_Federation,Rwanda,Senegal,Serbia,Sierra_Leone,Slovakia,Slovenia,Somalia,South_Africa,Spain,Sri_Lanka,Sudan__former_,Sweden,Switzerland,Thailand,Togo,Tunisia,Turkey,Uganda,Ukraine,United_Kingdom,United_Republic_of_Tanzania,United_States_of_America,Uruguay,Uzbekistan,Venezuela__Bolivarian_Republic_of_,Viet_Nam,Zambia,Zimbabwe
Lamb,,,,,45.1857095943558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1424160941357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.124100381932,24.4806492567779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0695298872242,,,,,,,,
Lamb and mutton,,,,,36.9840123785628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1158870617048,,,,,,,,,,,,,,,,,,,,,,47.3446925099836,,,,,,,,,,,,,,,,,,,,,,,,,,37.0412422363757,,,,,,,,45.7130120125998,,,,,,,,
Lambs lettuce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00069831072619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leeks,,,,,,,,,0.345104319810039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50690856580516,,,,,,,,,,,,,,,,,,,,,,,,,,,0.316477379056524,,,,,,,,,,,,,,,,
Lemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.871040017914596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.316054340462554,,,,,,,,,,,,,,,,,,,
Lentils,,,,,,,,,,,,,,,,,,,1.09550668723401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93186278404958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09363620240494,,,,,2.44566726979497,,,,,,
Lettuce,,,,,0.39782305105674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.465035860641105,,,,,,,,,,,0.665328096980633,,,,,,,,,,,,,,,,,,,0.654703650898863,,,,,,,,,,,,,,,,,,,,,,,,0.629231015707941,,,,,1.08540520978972,,,,11.96503437312,,1.10230379024599,,0.995288512250193,,,,,,
Long grain rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6616350864531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupins,,,,,1.49926505223197,,,,1.18748133000889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.305418907191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,,,27.3714017166182,1.44628212855047,1.06655888872656,,,3.47207465134862,0.885564434981107,,1.2768161738712,,1.44693026187602,,,3.60873568395296,7.18389339074923,12.3566387245072,0.712332712648495,8.05309509447819,,,1.0112003761487,,,1.97358251247757,,3.16472318056583,0.899919421707368,,0.738644866648673,,,0.934067157165399,,1.5191147058649,1.09900048196744,0.67444348071297,,7.99193106860679,,0.793261374687231,5.44690216127448,0.908521351408777,,,,,,,0.970664761758395,3.60359360485608,,0.983863288568102,,,0.955955905037964,,4.55906665887609,1.08081483707455,,,,,9.50751658063777,2.35909176099865,,3.42751966291071,,0.939644567727809,,,6.10450776912167,1.75661073383445,,,,,,0.720876213040965,,,4.04485989869637,,2.93026605264038,1.17782340571996,2.18033488504093,0.736553561085963,1.03943762804275,1.09821089249337,3.08005073939452,5.43026864895243,3.1069031257294,0.920845255955799,12.7197004377977,,1.04282784806117,5.23442755662037,0.877813050353,,3.50565382731705,,,1.17369509177799,1.03770159178659,9.14573986747475,,,4.95820727050454,2.37207021625546,0.829081921297409,10.0383227256558,1.32234951167235,,0.915193407201249,2.17612278406867,,72.2763845755937,4.40520679290268
Mandarin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65581071376258,,,,,,,,,,,,,,,0.395957276835905,,,,,,,,,,,,,,,,,,,
"Mandarins, Oranges",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.348562996520844,,,,,,,,,,,,,,,,,,,
Melon,,,,,0.658659718131854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.552019533954337,,,,,,,,,,,,,,,,,,,
"Milk for cow's cheese (Cheddar)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1216176508013,,,,,,
Mutton,,,,,31.9744865858239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nectarines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251896989101512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oats,,,,,0.881907517944519,,,,,,,,,,,,,,0.878396301624378,,,,,,,,,,,,,,,,,,,,,,1.08552547703156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.20634691594096,,,,,,,1.80968639233058,,,,,,,,,,,,,,,1.3512994683929,,,,,,,,,,3.30158745874964,,,,,,
Olive oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31597594909556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.13530277792496,,,,,,,,,,,5.76502385793414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22220533075696,,,,,,,,,,,,,,,,,,,
Onions,,,,,0.479445300691018,,,,,,,,,,,,,,,,,,0.355179867074419,,,,,,,0.305375169333035,,,,0.255596209952474,,,,,,,,,,,,,,,,,,0.768352057794071,,,,,,,,,,,,,,,,,,,,,,,,0.713836547220201,0.374137323365771,,,,,,,,,,,,,,,,,,,,,,,0.417341379980207,,,0.175612206445675,0.330641822497383,,,,,,,0.317702614752415,,0.368997981347196,,,,,,
Oranges,,,,,,,,,,,,,0.331388246127362,,,,,,,,,,0.227937502776352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.433320821680305,,,0.935182809417727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265444011244875,,,,,,,,,,,,,0.52453991341494,,,,,,
Pakchoi,,,,,,,,,,,,,,,,,,,,,,,0.926650660389159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palm fruit,,,,,,,,,,,,,5.13304701699317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.00217084385275,,,,,,,,,,,,,,5.34483294603435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palm oil,,,,,,,,,,,,,3.61339267526828,,,,,6.67115217633447,,,,,,2.5576223369036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.38740722962809,,,,,,,,,,,,,,3.36727893633652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01697807803821,,,,,,,,,,,,,,
Pangasius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7511103215632,,
Parsnip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.363127614687358,,,,,,,,,,,,,,,,
Peach / Nectarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.624481348497057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,,,,,,,,,,,,,,,,,,,,,,,0.634785067692264,,,,,,,,,,,,,,,,,,,,,,,0.588231091289355,,,,,,,,,,,0.700548195818266,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68286658547988,,,,,,,,,,,,,,0.603695337317169,0.560159729637775,,,,,,,,,,,,,,,,,,,
Peanuts,,,,6.18046374825209,1.89417287792885,,,,,,,,5.57040173153298,,,,,,,,,,1.69902236832814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62087786407153,,1.32269020788457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95559143528736,,,,,,
Pears,,,,,,,,,,,,,,,,,,,,,,,0.419575159463619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.798852682236324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.376098557519265,,,,,,,,,,,,,,,,0.439424932082919,,,,,,,,,,,,,,,
Peas,,,,,1.99685102094574,,,,0.920059576466297,,,,,,,,,,0.715086594416596,,,,,,,,,,,,,,,,,,,,,,,0.583985938406722,,1.22334469131373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88856028724127,,,,,,,,,,,,1.69681189128378,,,,,,,,,,,,1.60444447272234,,,1.38233386850927,1.25277095523533,,,,,,,,,,,,,,,
Peeled oats,,,,,,,,,0.768920959371415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.964534001224672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pigeon peas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28511665237449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pineapples,,,,,,,,,,,,,,,,,,,,,,,,,,0.447234558439208,,,,,,,,,,,,,,,,,,,0.587183253841586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistachios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5680337253806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.08697905163217,,,,,,
Pork,,,,,16.5929261582767,10.9900408232804,,,,,,,8.60108544598978,,,,,,8.74446223369764,,,,,,,,,20.676478038591,,,,,,9.5440600847848,,,,,,,,10.2225314006839,,9.57727866889829,,,,,,,,,,,,,12.3793646299262,,,,,,,,,,,,,18.1316146533753,,,,,,9.83753417805241,,,,,,,,,,,,10.323700527007,,,,,,,,,,,,12.3230355349444,,,15.7439158093991,11.5860632139849,,,,,,,7.05644574918171,,12.0325618680287,,,,27.6457564422401,,
Potatoes,,,,,0.618158964409108,,,,,,,,,,,,,,,,,0.256191971040622,0.519630075753992,,,,,,0.427882381717152,0.328615880477075,,,,0.371641418625614,,,,,,,,0.334164916382591,,0.454677949479416,,,,,,,,0.575458602770957,,0.546824490472644,,0.564859154867969,,0.376962544805049,,,,,,,,,,,,,,,,,,0.487824261385868,,,,,0.494461583663008,,,,1.6273269539589,,0.701035040662683,,,,0.379026422301446,,,,,,,,,0.327131516299762,,,0.436546075845851,0.323841646648277,,,,,,0.463425604354941,0.390465823031361,,0.404944893778414,,,,,,
Pumpkins,,,,,0.953117404364737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.397682102317682,,,,,,
Rainbow trout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6275315569799,,,,,,,,,,,,5.2053389345671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rapeseed,,,,,,,,,,,,,,,,,,,,,,2.76203656720511,,,,,,,,,,,,4.94884858458589,,,,,,,,4.12588138859216,,3.3520953947942,,,,,,,,,,,,,3.1372517987227,,,,,,,,,,,,,,,,,,,,,,,,6.15530240198542,,,,,,3.92398527693249,,,,,,,,,,,,,,,,,,,,,,,,3.43493439258553,,,,,,,,
Rapeseed oil,,,,,7.82611535022208,,,,3.41405609596624,,,,,,,,,,,,,,3.83742851690572,,,,,,,,,,,3.60301238277875,,,,,,,,2.27420120226678,,3.08093256903628,,,,,,,,,,,3.35786138845553,,3.77299729924698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.30721725649661,,,3.27708018412359,,,,,,,,,,4.42922790774142,,,6.30814331007823,,,,,,,,2.64189019292221,,,,,,,,
Raspberries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.29515738613849,,,,,,,,,,,8.40853607094575,,,,,,,,
Red wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6446975382232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64805269719398,,,,1.14733797839236,,,,,,,,,,,,,,,
Rice,,,,,,,,,,,,,,,,,,,,,,,3.7566467149962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.43762996900265,,3.11530658494105,,,4.43385727125262,3.58476489580618,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99796357004414,,,,,,,,,,,,,,3.79991979848373,,,,,,,,,,,,,2.62568588379121,,,,4.19769752039267,,
Runner beans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12916655667147,,,,,,,,,,,,,11.9968006983627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15457612402147,,,,,,,,
Rye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02457415373791,,,,,,,,,,,2.89095566054382,,,0.906251126354557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58850774212386,,,,,,1.04093300523788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.14004236664064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.50702875379881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.68709638144132,,,,,,,,
Savoy cabbage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.759870934487117,,,,,,,,
Sea bass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9181385132307,,,,,,,,,,,,
"Sea bass, sea bream",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.274815095027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sheep's milk",,,,,6.79387520337932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36142130120466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrimp,,,,,,,,,,,,,,,,,,,,,,,12.9322082009053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8494381449343,,,,,,,,,,,,13.9794251854504,,
Soft wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09397898897667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean oil,,,,7.71941218342138,,,,,,,,,4.44839568529586,,,,,,,,,,3.03142107983524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43100471622332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90870908539175,,,,,,,,,,,,,,2.87188443890315,,,,,,
Soybeans,,,,0.944680299662011,,,,,,,,,1.33097933837927,,,,,,0.708310385622043,,,,0.71283638298128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7980559478697,,0.815160330347906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.856056552118506,0.730447546495871,,,,,,,,0.856069398874714,,,,,,
Spring Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74395234229675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spring barley,,,,,,,,,,,,,,,,,,,1.04645924796115,,,,,,,,,,,,,,,1.11688749202686,,,,,,,,1.04754487430017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03360104044539,,,,,,,,
Spring bread wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.982298148332633,,,,,,,,
Spring faba beans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.30157706856499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spring onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.446708861113768,,,,,,,,
Spring peas,,,,,,,,,,,,,,,,,,,0.618150709453506,,,,,,,,,,,,,,,,,,,,,,,0.537320462681748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spring rapeseed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84179852477573,,,,,,,,,,,,,,,,
Spring wheat,,,,,,,,,,,,,,,,,,,1.17149918197398,,,,,,,,,,,,,,,,,,,,,,2.10870269614393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02550939052936,,,,,,,,,,,,,,,,,,,,,,,1.2289671560278,,,,,,,,,,,,,,,
Strawberries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60221898822483,,,,,,,,,,,,,,,,,,,,,,0.754361294232337,,,,,,,,,1.4864577464248,,,,,,,,,,,,,,,1.03183162790851,,,0.620414222501945,0.463123310946498,,,,,,,1.79452003981251,,2.67564190419526,,,,,,
Sugar,,,,2.37888359568172,1.03754728121677,,,,,,,,3.98178487623546,,,,,,,,,,2.3500031949327,,,,,,,,,,,,,,,,,,,,,1.60657706537351,,,,,,,,1.12312409037284,4.75475940239516,,,,,3.07264269127753,,,,,,,,2.14476923860593,,,1.45450753194695,2.45249309134411,,,,,3.96311351467876,1.94212183467369,,,,,,2.62184162621714,,,,,,,,,,,,,,,,,1.0517160684114,,,0.967612725649283,1.61419929255738,,0.681279453227925,,,,,,,,1.69162452904282,,,,,47.5816627944414,
Sugar beet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01982099768399,,,,,,,,,,,,,1.5359206446959,,,,,,,,,,,,1.9722771695032,,,,1.99646899515043,,,,,,,,,,,,,,,,,,2.09608235769293,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76839591381165,,,,,,,1.77087758841831,,1.92756942829067,,,,,,
Sugar cane,,,,,,,,,,,,,4.60665790427604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89880441634066,8.61533415999311,2.16098983332266,,,,2.23393991805558,,,,,,,,,,,,5.5294157670207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92227635149608,,,,,,,4.47912697500399,,,,,,,
Summer barley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06186995645002,,,,,,,,,,,,,,,
Summer maize,,,,,,,,,,,,,,,,,,,,,,,0.875374681774843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summer malting barley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02759339210829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunflower oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51744163323589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13870746057067,,,,,,,,,,,3.91479754571284,3.4104629446671,,,,,,,,,,3.04250885818981,,,,,,,,,
Sunflower seeds,,,,2.39671517982289,,,,,,,,,7.73485651720066,,,,,,,,,4.48086061961475,4.34276955099486,,,,,,,,,,,,,,,,,,,2.22503004402046,,2.59641023755383,,,,,,,,,,,,,4.09566931526568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66802443046883,,,,3.79731851274151,,,,,,4.17805502658696,,,,,,,,,
Swede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.194752011554124,,,,,,,,,,,,,,,,
Sweet cherries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02410394568894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweet potatoes,,,,,,,,,,,,,,,,,,,,,,,0.448735003661821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.763030606324026,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.289290659842959,,,,,,,,,,,,,,,,,,,,,,,,,,,0.447801646910985,,,,,,
Tambaqui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.377190126316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangerine,,,,,,,,,,,,,,,,,,,,,,,1.9095701994994e-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiger prawn,,,,,,,17.5071117124156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2557966363663,,
Tilapia,,,,,,,,,,,,,,,,,,,,,,,14.2335277240547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5842178562032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0532917213488,,,,,,,,,,,,,,,,,,,,20.0797830606169,,,,,,,,,,,,,,
"Tilapia, African catfish",,,,,,,,,,,,,,,,,,87.7782730555487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tilapia, kissing gourami, giant gourami, silver barb, common carp, silver carp, striped cat?sh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1486774898337,,
Tomatoes,,,,,0.757144306442561,1.68931302579053,,,,9.77680989121323,,,,,,,,,4.22803850240864,,,,0.446679884542092,0.650479719583328,,,,,,0.632101428576446,,,,4.54077792137281,,,,,,,,2.64295748131445,,,,,,,,,1.03385784706233,,,0.772798958364615,,,0.876144669074619,,,,,,,,,,,,,,,0.724829702853154,,,,2.89748117687281,,,,,,,,,,,,,,,,,,,,,,,,0.866903188456349,,,3.57024467806618,1.5159404587446,,,,0.372228369023558,,,2.95516434104044,,0.667045514667981,,,,,,
